A@01,A@21,A@22,A@23,A@24,A@41,A@42,A@43,A@44,A@45,A@46,A@47,A@61,A@62,A@63,B@01,B@02,B@03,B@04,B@05,B@06,B@07,B@08,B@09,B@21,B@22,B@23,B@24,B@25,B@26,B@27,B@28,B@29,B@30,B@31,B@32,B@33,B@41,B@42,B@43,B@44,B@60,B@61,B@62,B@63,B@64,B@65,B@66,B@67,B@68,B@81,B@82,C@01,C@02,C@03,C@04,C@05,C@06,C@07,C@08,C@09,C@10,C@11,C@12,C@13,C@14,C@21,C@22,C@23,C@25,C@30,C@40,D@01,D@02,D@03,D@04,D@05,D@06,D@07,D@10,D@21,E@01,E@02,E@03,E@04,E@05,E@06,E@21,F@01,F@02,F@03,F@04,F@05,F@15,F@16,F@17,F@21,F@22,F@23,F@24,F@25,F@26,F@27,F@28,F@41,F@42,G@01,G@02,G@03,G@04,G@05,G@06,G@07,G@08,G@09,G@10,G@11,G@16,G@21,H@01,H@02,H@03,H@04,H@05,Y@02,Y@04,Y@10
0.02825,0.002099,0.001827,0.01542,0.003154,0.005591,0.001713,0.003507,0.003014,0.005415,0.002835,0.02423,0.1579,0.003978,0.02654,0.07594,0.001841,0.003177,0.00197,0.01216,0.002534,0.001495,0.005625,0.002695,0.01325,0.01201,0.01932,0.01129,0.01052,0.006784,0.0028,0.005655,0.06353,0.005109,0.007983,0.02964,0.008313,0.02582,0.005271,0.004778,0.004036,0.07049,0.003937,0.01362,0.00939,0.01106,0.04815,0.005478,0.002393,0.00136,0.007554,0.02677,0.02567,0.01231,0.01111,0.01543,0.004097,0.001629,0.0969,0.06015,0.03761,0.02433,0.01073,0.04262,0,0.001239,0.006828,0.01483,0.02085,0.008307,0.005248,0.003387,0.005939,0.001153,0.002629,0.005674,0.00206,0.008269,0.001884,0.003037,0.007161,0.004302,0.007029,0.003864,0.01914,0.01787,0.008059,0.01292,0.024,0.03044,0.005254,0.01284,0.01114,0.006964,0.07956,0.00784,0.01388,0.003714,0.01088,0.01132,0.0124,0.003514,0.005841,0.009449,0.005851,0.003951,0.08757,0.07996,0.04037,0.002813,0.01891,0.1188,0.01317,0.01594,0.04732,0.01319,0.05261,0.01171,0.00513,0.2152,0.04453,0.02642,0.1387,0.06466,0.1325,0.007255,0.2977
0.01502,0,0,0.008642,0.001445,0.002312,0,0.001591,0.001217,0.002212,0.001249,0.01383,0.1361,0.001952,0.01689,0.05182,0,0.001146,0,0.005584,0.001108,0,0.002139,0,0.004398,0.006234,0.01189,0.00506,0.005311,0.003187,0.001379,0.001776,0.0321,0.001698,0.004233,0.01899,0.003243,0.01292,0.002066,0.001627,0.001627,0.04735,0.001685,0.007787,0.004653,0.007213,0.03359,0.002059,0,0,0.003268,0.009899,0.01315,0.007314,0.004519,0.01111,0.001565,0,0.04615,0.03832,0.01812,0.01426,0.005277,0.02085,0,0,0.00291,0.007462,0.0106,0.004265,0.002755,0.001825,0.003089,0,0,0.001719,0,0.004061,0,0.001104,0.003029,0.002002,0.004053,0.002018,0.01064,0.01237,0.004078,0.005217,0.01073,0.01628,0.001844,0.005287,0.006344,0.003215,0.04365,0.003947,0.008455,0.001547,0.004915,0.007277,0.004512,0.001652,0.002477,0.004261,0.002711,0.001802,0.04729,0.0451,0.02317,0,0.00995,0.1174,0.00974,0.009027,0.02245,0.005621,0.02603,0.006366,0.001871,0.09052,0.02589,0.01352,0.1561,0.03463,0.09206,0.002702,0.2117
0.02686,0.002971,0.002617,0.02129,0.004165,0.007084,0.002371,0.004972,0.003923,0.00717,0.004422,0.02951,0.1613,0.005308,0.03884,0.08542,0.003008,0.003963,0.002572,0.01183,0.004354,0.001955,0.007213,0.003501,0.01174,0.01446,0.02534,0.01234,0.01214,0.008868,0.004316,0.005349,0.05638,0.004873,0.01065,0.03533,0.009685,0.02749,0.007428,0.005503,0.004713,0.08692,0.005442,0.01893,0.01282,0.01344,0.05088,0.005824,0.002867,0.001415,0.008285,0.02858,0.03294,0.01743,0.01171,0.02185,0.005257,0.001927,0.07327,0.06432,0.04029,0.02671,0.01536,0.04565,0.001174,0.001421,0.00863,0.01681,0.02286,0.01003,0.006055,0.004873,0.008131,0.001426,0.003039,0.005623,0.003216,0.01083,0.002738,0.003325,0.009774,0.00646,0.01109,0.006058,0.02637,0.02529,0.01057,0.01456,0.02423,0.04206,0.005178,0.01463,0.0138,0.009918,0.07864,0.01023,0.01909,0.004628,0.01307,0.01468,0.01087,0.004942,0.007382,0.01159,0.007922,0.005078,0.07443,0.0707,0.0479,0.002906,0.02281,0.1275,0.01698,0.01768,0.04165,0.01402,0.04469,0.01418,0.006387,0.1736,0.04842,0.02989,0.1546,0.0678,0.1653,0.007258,0.2493
0.01554,0,0,0.007079,0.001333,0.002044,0,0.00135,0.001206,0.002115,0.001329,0.01416,0.1118,0.001671,0.01932,0.05455,0,0.001189,0,0.004451,0.001264,0,0.002373,0,0.004973,0.005447,0.01095,0.004173,0.004637,0.002888,0,0.001985,0.04315,0.001616,0.003185,0.01979,0.003469,0.01364,0.001757,0.001796,0.001539,0.04788,0.001529,0.006503,0.003751,0.004683,0.02329,0.001877,0,0,0.003506,0.01326,0.01351,0.006772,0.004588,0.01008,0.001738,0,0.04765,0.04409,0.02587,0.01456,0.005419,0.02851,0,0,0.002971,0.008437,0.01087,0.003257,0.001906,0.001558,0.002247,0,0.001038,0.001912,0,0.004278,0,0,0.003023,0.00205,0.003144,0.001498,0.01011,0.01133,0.003563,0.005341,0.01169,0.01864,0.001736,0.005353,0.00566,0.002784,0.04253,0.003437,0.007222,0.001312,0.003847,0.005751,0.00506,0.001589,0.002662,0.004325,0.002182,0.00164,0.05695,0.03749,0.01953,0,0.008012,0.06688,0.006951,0.005923,0.02024,0.005289,0.02774,0.005035,0.0017,0.1985,0.02104,0.01461,0.0827,0.03998,0.1087,0.002396,0.2654
0.03093,0.002735,0.002502,0.01771,0.004331,0.005945,0.002384,0.003776,0.003672,0.005983,0.004371,0.02276,0.1954,0.004847,0.03043,0.1007,0.003022,0.004038,0.002631,0.01346,0.003486,0.001983,0.006067,0.002825,0.01232,0.01278,0.0237,0.01208,0.01074,0.009418,0.00325,0.005118,0.07638,0.005669,0.009333,0.04379,0.008262,0.03323,0.006298,0.005366,0.005342,0.06911,0.00579,0.01721,0.01043,0.0142,0.05648,0.006493,0.002715,0.001764,0.0101,0.03356,0.02948,0.01637,0.01307,0.02073,0.005742,0.001932,0.1232,0.07253,0.04708,0.03023,0.01363,0.06946,0.001054,0.001581,0.009497,0.01748,0.02431,0.01049,0.005142,0.006039,0.007148,0.001433,0.002463,0.0068,0.003039,0.01371,0.002681,0.002827,0.009047,0.004865,0.008138,0.004487,0.02385,0.02358,0.009128,0.01301,0.02122,0.03079,0.005588,0.01095,0.0134,0.00879,0.06511,0.009188,0.01412,0.00407,0.01284,0.01585,0.01247,0.004654,0.006572,0.01226,0.006672,0.00456,0.09034,0.06007,0.04018,0.003462,0.02491,0.125,0.0147,0.01704,0.03868,0.0134,0.05115,0.01337,0.004574,0.2058,0.0364,0.02563,0.133,0.06479,0.1632,0.008276,0.2898
0.01106,0,0,0.008533,0.00149,0.002146,0,0.001432,0.001307,0.002484,0.001349,0.01158,0.1185,0.001681,0.01705,0.05221,0,0.001314,0,0.005083,0.001328,0,0.002223,0.001079,0.004506,0.005091,0.01155,0.004478,0.004066,0.003349,0.001124,0.002049,0.04383,0.001745,0.003698,0.01818,0.004033,0.01312,0.002178,0.001857,0.001747,0.04011,0.001743,0.007584,0.004015,0.005292,0.02941,0.002065,0,0,0.003887,0.01614,0.01332,0.006786,0.005358,0.008417,0.001914,0,0.04307,0.03682,0.02253,0.0122,0.00609,0.02393,0,0,0.003164,0.008733,0.01245,0.004319,0.002018,0.00151,0.002532,0,0,0.002343,0,0.00447,0,0.001019,0.003561,0.001959,0.004152,0.001604,0.009631,0.01274,0.003428,0.005149,0.01016,0.0182,0.001943,0.005772,0.005722,0.002885,0.04145,0.003691,0.006884,0.001445,0.005488,0.005652,0.005243,0.001704,0.002454,0.004856,0.002741,0.00166,0.05113,0.04648,0.0208,0,0.01221,0.08716,0.00812,0.006942,0.02127,0.00546,0.03288,0.005186,0.002282,0.2429,0.02306,0.0153,0.1048,0.04131,0.1016,0.002301,0.2314
0.01616,0.001044,0,0.009203,0.001702,0.002457,0,0.001857,0.001685,0.003387,0.001302,0.01485,0.2004,0.00188,0.02287,0.06155,0.001024,0.001788,0.001065,0.006615,0.001498,0,0.00294,0.001266,0.005825,0.007514,0.01323,0.006001,0.005444,0.004468,0.001432,0.002346,0.03411,0.001954,0.003702,0.02162,0.004039,0.01472,0.002774,0.00181,0.002079,0.049,0.002527,0.006627,0.004494,0.007387,0.03716,0.002603,0,0,0.003319,0.01838,0.01692,0.008941,0.006597,0.009632,0.002154,0,0.1006,0.04218,0.02458,0.01822,0.005838,0.03529,0,0,0.003138,0.007912,0.01273,0.004649,0.002926,0.002108,0.003307,0,0.001468,0.002074,0.001008,0.005667,0,0.001134,0.00382,0.002423,0.004105,0.001704,0.01581,0.01522,0.004612,0.007633,0.01211,0.02172,0.001934,0.007798,0.007889,0.003104,0.05232,0.003975,0.009354,0.0019,0.006324,0.008032,0.005858,0.001686,0.00272,0.005652,0.003404,0.002461,0.05413,0.04651,0.02745,0.00112,0.01198,0.07206,0.008037,0.008153,0.02304,0.006796,0.03377,0.005723,0.002377,0.1579,0.02743,0.01538,0.08403,0.0413,0.09688,0.002361,0.2647
0.02561,0.002953,0.002966,0.0186,0.005553,0.008187,0.002457,0.004802,0.003787,0.007682,0.004502,0.0306,0.1154,0.006248,0.03349,0.08562,0.003047,0.004274,0.002518,0.01509,0.003754,0.001795,0.0076,0.003113,0.012,0.01107,0.0245,0.01206,0.01162,0.009816,0.004821,0.006436,0.0805,0.006438,0.01044,0.04209,0.009733,0.0299,0.005904,0.00706,0.005435,0.06453,0.005588,0.0189,0.01109,0.01387,0.04866,0.007599,0.002553,0.002196,0.0139,0.02753,0.03099,0.01693,0.01123,0.02033,0.005619,0.002353,0.06486,0.05819,0.04587,0.0279,0.01464,0.04247,0.001255,0.001666,0.008692,0.01885,0.0269,0.01201,0.00573,0.004867,0.007743,0.001318,0.003053,0.007392,0.003342,0.0131,0.002653,0.002784,0.009197,0.005115,0.0122,0.0047,0.02269,0.02378,0.00874,0.01388,0.02601,0.02851,0.007003,0.01313,0.01494,0.009458,0.06908,0.011,0.01553,0.004428,0.01355,0.01616,0.0143,0.00621,0.006831,0.01542,0.007709,0.004396,0.08179,0.07193,0.0378,0.003364,0.02266,0.1416,0.01706,0.01854,0.03954,0.0137,0.05636,0.01367,0.00616,0.2112,0.04525,0.02858,0.1438,0.05388,0.1467,0.009352,0.2916
0.01983,0.001587,0.001603,0.01234,0.002303,0.004001,0.001448,0.00274,0.002302,0.003672,0.002719,0.02168,0.1147,0.003233,0.02264,0.06922,0.001832,0.002473,0.00141,0.008732,0.002278,0,0.003721,0.002179,0.009329,0.007978,0.01976,0.007544,0.006817,0.00624,0.002119,0.003386,0.06949,0.002879,0.006567,0.02868,0.006264,0.02474,0.003526,0.003184,0.003379,0.06039,0.00364,0.01324,0.007934,0.009182,0.04298,0.003532,0.001785,0.001012,0.006426,0.02298,0.02125,0.009838,0.009384,0.01296,0.003429,0.001194,0.05021,0.04235,0.03186,0.01665,0.009728,0.03358,0,0.00101,0.005885,0.01098,0.02067,0.006307,0.003621,0.002903,0.004009,0,0.00188,0.004433,0.001683,0.007742,0.001542,0.001897,0.006556,0.003862,0.006606,0.003569,0.01265,0.02026,0.005997,0.008546,0.01853,0.02368,0.004276,0.008553,0.01046,0.004774,0.06377,0.007606,0.01217,0.002736,0.008577,0.009295,0.008145,0.003,0.004762,0.008046,0.004137,0.002995,0.05614,0.06174,0.03503,0.001712,0.01648,0.1196,0.01236,0.01197,0.04144,0.009501,0.0421,0.01015,0.004397,0.1873,0.03534,0.02062,0.1352,0.05849,0.1167,0.005161,0.2668
0.02781,0.003231,0.002681,0.01981,0.005469,0.007265,0.002298,0.004737,0.004666,0.007242,0.004571,0.03106,0.1768,0.005987,0.03437,0.08656,0.00291,0.004367,0.002505,0.01301,0.003994,0.00221,0.007402,0.00395,0.01294,0.01506,0.02364,0.01387,0.01385,0.009764,0.004386,0.006422,0.06164,0.005527,0.01073,0.0376,0.009515,0.02855,0.00646,0.005534,0.005689,0.0669,0.005822,0.01907,0.01323,0.01601,0.05496,0.006771,0.003066,0.001557,0.01048,0.02919,0.03128,0.01647,0.01483,0.01846,0.005855,0.002274,0.07478,0.06306,0.03908,0.02288,0.01517,0.0501,0.00105,0.001541,0.008801,0.01843,0.02312,0.01351,0.006364,0.00538,0.007534,0.001353,0.003462,0.006149,0.003071,0.01121,0.002223,0.004177,0.009894,0.006511,0.01052,0.005691,0.02042,0.02645,0.01096,0.01491,0.0253,0.03587,0.006414,0.01324,0.0145,0.008851,0.07001,0.01107,0.01745,0.004575,0.0137,0.01348,0.0136,0.00493,0.007877,0.01331,0.007755,0.005516,0.08119,0.07806,0.04526,0.003449,0.02456,0.1598,0.01926,0.01928,0.05393,0.01407,0.05447,0.01647,0.006957,0.1721,0.05167,0.03223,0.1861,0.06636,0.1394,0.00733,0.2371
0.01617,0,0,0.005192,0,0.001415,0,0.001,0.001001,0.00159,0,0.01024,0.193,0,0.01742,0.0574,0,0,0,0.003379,0,0,0.001695,0,0.003468,0.00495,0.007503,0.004152,0.004203,0.002047,0,0.001033,0.02553,0.001194,0.002425,0.01607,0.002426,0.01236,0.001743,0.001059,0.001083,0.04257,0.001113,0.005111,0.003261,0.004557,0.02271,0.001539,0,0,0.001894,0.01177,0.01433,0.006257,0.003887,0.007369,0.001035,0,0.1035,0.04899,0.01995,0.01558,0.005272,0.04129,0,0,0.00203,0.005925,0.008983,0.003017,0.001749,0.001118,0.001824,0,0,0.001327,0,0.003736,0,0,0.002815,0.001352,0.002776,0.001209,0.008994,0.008927,0.002752,0.004792,0.009811,0.0142,0,0.003748,0.004174,0.002308,0.0402,0.002903,0.006457,0,0.003398,0.004641,0.003008,0,0.001817,0.003224,0.002004,0.001262,0.0552,0.02652,0.02189,0,0.008137,0.06165,0.005587,0.005025,0.01608,0.004254,0.0166,0.004038,0.001204,0.1065,0.01723,0.01026,0.07512,0.03548,0.09384,0.001622,0.2303
0.03215,0.003762,0.003401,0.02146,0.006988,0.009098,0.00363,0.005707,0.004548,0.009104,0.006344,0.03157,0.1358,0.007501,0.03511,0.09768,0.003657,0.005792,0.003579,0.01836,0.004619,0.002426,0.009124,0.004429,0.01394,0.0161,0.02981,0.018,0.01452,0.01163,0.005625,0.007694,0.08174,0.007339,0.01349,0.05182,0.01202,0.0316,0.007895,0.008069,0.008191,0.08199,0.006596,0.0212,0.0149,0.01922,0.06318,0.01045,0.003227,0.0025,0.01443,0.03586,0.03972,0.0179,0.01586,0.02608,0.007422,0.002888,0.07942,0.07365,0.04697,0.03158,0.01809,0.05166,0.001635,0.002052,0.01118,0.02178,0.0295,0.01611,0.007228,0.006093,0.01077,0.001779,0.003497,0.009092,0.004109,0.0154,0.003545,0.004025,0.01186,0.007471,0.01247,0.005925,0.02591,0.0255,0.01155,0.01663,0.03116,0.03534,0.00821,0.01545,0.01635,0.01081,0.07685,0.01439,0.01885,0.006608,0.01776,0.01969,0.01544,0.007598,0.009224,0.01749,0.01013,0.005879,0.0987,0.07582,0.04084,0.004244,0.02582,0.1873,0.02175,0.0276,0.04923,0.01837,0.0605,0.01918,0.007629,0.1517,0.05114,0.03902,0.2185,0.06692,0.162,0.01314,0.2763
0.01609,0.001265,0.001211,0.009856,0.002103,0.003239,0,0.00207,0.001557,0.003389,0.00193,0.01686,0.1466,0.002339,0.02267,0.0634,0.001298,0.001878,0.001007,0.005231,0.001856,0,0.003897,0.001766,0.007591,0.006777,0.01525,0.007964,0.006675,0.003833,0.001557,0.002858,0.05188,0.002764,0.006268,0.02442,0.005917,0.01624,0.002959,0.002435,0.00279,0.05768,0.002923,0.01017,0.006791,0.007578,0.03615,0.00266,0.00123,0,0.004545,0.02079,0.01807,0.008637,0.008396,0.01149,0.00252,0,0.06236,0.05037,0.02821,0.01846,0.008965,0.02945,0,0,0.004502,0.01012,0.01497,0.006429,0.003081,0.002359,0.003646,0,0.001631,0.003445,0.001188,0.006764,0.001125,0.001681,0.005141,0.003475,0.004699,0.002604,0.01373,0.01433,0.005878,0.007725,0.01656,0.02468,0.00303,0.008747,0.00814,0.004643,0.05959,0.00577,0.009845,0.001693,0.007227,0.007628,0.007107,0.002393,0.00406,0.006977,0.003323,0.002284,0.07156,0.05154,0.03103,0.001629,0.01367,0.158,0.01114,0.01223,0.03184,0.007649,0.03644,0.009767,0.003133,0.1985,0.03041,0.02247,0.1968,0.06413,0.1334,0.00402,0.2248
0.01126,0,0,0.007448,0.001108,0.001829,0,0.001327,0,0.002124,0.001032,0.01351,0.1125,0.001434,0.01687,0.04861,0,0.001081,0,0.003975,0,0,0.002019,0,0.004211,0.004268,0.009888,0.004133,0.004493,0.002555,0.00103,0.001588,0.03353,0.001533,0.004187,0.01442,0.003171,0.01085,0.001751,0.001583,0.001436,0.04197,0.001706,0.006976,0.003819,0.004545,0.02312,0.00163,0,0,0.003168,0.01171,0.01211,0.006015,0.004282,0.007326,0.001307,0,0.04538,0.03261,0.02039,0.009552,0.005588,0.02113,0,0,0.002199,0.005685,0.008622,0.003537,0.001925,0.001324,0.002104,0,0,0.001755,0,0.004308,0,0,0.002849,0.001851,0.003402,0.001587,0.008637,0.0116,0.003096,0.005064,0.01084,0.01649,0.001623,0.005043,0.005181,0.002962,0.04024,0.003566,0.007416,0.00108,0.003909,0.005309,0.004063,0.001313,0.002393,0.003888,0.002371,0.00138,0.0456,0.03786,0.01939,0,0.007977,0.1207,0.007314,0.007561,0.02069,0.004728,0.02889,0.005057,0.001856,0.1489,0.02703,0.01391,0.1405,0.03724,0.09163,0.00239,0.1812
0.09109,0.01804,0.01623,0.06654,0.0243,0.0315,0.01582,0.02472,0.02391,0.0331,0.02264,0.0781,0.2932,0.02617,0.101,0.1864,0.01778,0.02326,0.01807,0.04952,0.02168,0.016,0.03071,0.02039,0.048,0.05523,0.07114,0.05442,0.05046,0.03887,0.0218,0.02797,0.1294,0.02767,0.03992,0.1026,0.041,0.08828,0.03355,0.0274,0.02654,0.157,0.02861,0.06048,0.04905,0.05419,0.1169,0.0337,0.01875,0.01245,0.03948,0.09298,0.09091,0.06982,0.04754,0.0635,0.02708,0.0152,0.2294,0.1746,0.1123,0.09222,0.05724,0.1475,0.01067,0.01271,0.03878,0.05993,0.07297,0.04463,0.03458,0.02898,0.03268,0.01106,0.01975,0.03172,0.02065,0.04573,0.01719,0.02284,0.04312,0.03052,0.04106,0.02708,0.0806,0.08478,0.03946,0.05718,0.07621,0.1052,0.02612,0.05214,0.05337,0.04009,0.1439,0.04498,0.06299,0.02606,0.0471,0.05702,0.04581,0.02427,0.03525,0.04524,0.03586,0.03014,0.1645,0.1391,0.113,0.02223,0.07004,0.2105,0.05819,0.05927,0.102,0.04822,0.119,0.04919,0.0298,0.2455,0.1127,0.09358,0.2168,0.136,0.219,0.0348,0.331
0.01532,0,0,0.007645,0.001458,0.002416,0,0.001424,0.001061,0.002606,0.001257,0.01319,0.135,0.001816,0.01987,0.05426,0,0.001352,0,0.005163,0.001219,0,0.002557,0.001022,0.004686,0.005431,0.01099,0.005203,0.005834,0.002848,0.001206,0.002027,0.03449,0.001915,0.004276,0.01692,0.003629,0.01357,0.002176,0.001816,0.001646,0.04714,0.001766,0.00779,0.004578,0.006441,0.03154,0.002354,0,0,0.003141,0.01553,0.01472,0.006776,0.005308,0.009515,0.001887,0,0.05595,0.03465,0.02297,0.01218,0.006409,0.02798,0,0,0.002985,0.007356,0.01082,0.004909,0.002188,0.001581,0.00287,0,0,0.002343,0,0.004623,0,0,0.003567,0.002166,0.00413,0.001672,0.01095,0.01223,0.003629,0.006746,0.01261,0.02149,0.001772,0.005397,0.006288,0.003341,0.04296,0.004604,0.007396,0.001422,0.005466,0.006091,0.005161,0.001489,0.002761,0.004954,0.00274,0.001961,0.05958,0.03961,0.02307,0,0.01047,0.1219,0.0078,0.008413,0.02829,0.005847,0.03267,0.007133,0.002101,0.15,0.03017,0.01649,0.1525,0.04716,0.1234,0.002893,0.213
0.03706,0.004207,0.004059,0.02185,0.00658,0.00908,0.003481,0.00663,0.005775,0.009431,0.006203,0.0324,0.165,0.007726,0.04347,0.1028,0.004393,0.005647,0.003837,0.01778,0.005497,0.002916,0.009631,0.005051,0.0162,0.01807,0.03185,0.01695,0.01472,0.01299,0.005267,0.007582,0.084,0.007545,0.01364,0.05,0.0137,0.03842,0.008751,0.008247,0.008189,0.08025,0.007311,0.02063,0.01524,0.01929,0.06009,0.008907,0.004087,0.002752,0.01438,0.0366,0.03829,0.02134,0.01714,0.02708,0.007819,0.00311,0.09547,0.07189,0.05499,0.03282,0.01786,0.05552,0.001871,0.002656,0.01196,0.02255,0.03347,0.01504,0.00825,0.006776,0.00961,0.002298,0.00474,0.00993,0.004061,0.01569,0.003724,0.004872,0.01358,0.008182,0.01369,0.006652,0.03189,0.03411,0.01295,0.01808,0.0301,0.04011,0.007788,0.01586,0.02068,0.01068,0.08271,0.01411,0.02185,0.006361,0.01745,0.02035,0.01643,0.006529,0.01017,0.01548,0.009559,0.006699,0.09256,0.07093,0.0513,0.004521,0.02766,0.1532,0.02476,0.02461,0.06269,0.01967,0.06388,0.01892,0.008443,0.1959,0.05528,0.03198,0.1519,0.0729,0.1591,0.01014,0.3095
0.03401,0.00326,0.003365,0.02172,0.00615,0.007855,0.003328,0.006517,0.00597,0.009336,0.005575,0.03386,0.1381,0.007186,0.03764,0.09361,0.00347,0.005229,0.002845,0.01644,0.004764,0.002402,0.009434,0.004542,0.01578,0.01455,0.02786,0.01454,0.01373,0.01173,0.004624,0.007585,0.08562,0.006319,0.01318,0.04769,0.01091,0.0349,0.008215,0.006586,0.007959,0.07742,0.007434,0.02121,0.01483,0.01933,0.06399,0.009419,0.003511,0.002557,0.01181,0.03332,0.03654,0.01983,0.01593,0.02451,0.007246,0.003119,0.08931,0.07176,0.05317,0.0303,0.01786,0.05717,0.00185,0.00204,0.01014,0.02284,0.03353,0.01443,0.007796,0.006107,0.008634,0.001897,0.004057,0.00808,0.003442,0.0149,0.003367,0.004866,0.01093,0.008249,0.01202,0.006843,0.0261,0.02916,0.01072,0.01777,0.03142,0.03838,0.007266,0.0148,0.01809,0.0102,0.08,0.01225,0.02138,0.007,0.01564,0.0168,0.01398,0.006797,0.009048,0.01619,0.008413,0.005836,0.0838,0.08201,0.04543,0.004129,0.02799,0.1619,0.0221,0.02016,0.05249,0.01771,0.06365,0.02019,0.008349,0.1823,0.04775,0.03236,0.1628,0.06965,0.1502,0.011,0.2988
0.05889,0.007277,0.007949,0.03696,0.01298,0.01706,0.008248,0.01405,0.01224,0.01704,0.01315,0.05444,0.1419,0.0154,0.06241,0.1368,0.009716,0.01179,0.007266,0.02802,0.01051,0.005399,0.01662,0.008901,0.03014,0.02402,0.05291,0.02542,0.02522,0.0223,0.009129,0.01466,0.1328,0.01218,0.01944,0.07391,0.0226,0.05099,0.01676,0.01641,0.01506,0.1054,0.01493,0.03382,0.02672,0.02738,0.08267,0.01575,0.009162,0.0073,0.02865,0.04899,0.05993,0.03539,0.02859,0.04968,0.01635,0.006276,0.1111,0.0913,0.07566,0.05105,0.0269,0.0767,0.004083,0.00572,0.02211,0.04253,0.06347,0.0247,0.01478,0.01242,0.01642,0.00553,0.01041,0.01736,0.009225,0.02894,0.008923,0.009663,0.02071,0.01491,0.02278,0.01388,0.04065,0.04779,0.02072,0.03091,0.0544,0.06504,0.0201,0.02817,0.0342,0.02023,0.1215,0.0263,0.03713,0.01114,0.02734,0.03028,0.0303,0.01328,0.01697,0.02994,0.01601,0.01279,0.1072,0.1047,0.0809,0.01119,0.04414,0.1512,0.03171,0.03311,0.07053,0.02731,0.09686,0.02923,0.01645,0.275,0.06311,0.05014,0.1363,0.1072,0.2014,0.01997,0.3809
0.00853,0,0,0.004154,0,0,0,0,0,0,0,0.005182,0.2015,0,0.01098,0.043,0,0,0,0.002369,0,0,0,0,0.002045,0.003902,0.006687,0.00337,0.002354,0.001755,0,0,0.02351,0,0.001685,0.01315,0.001503,0.007879,0,0,0,0.03119,0,0.003969,0.001778,0.00357,0.0223,0,0,0,0.001365,0.009017,0.008567,0.00342,0.002155,0.004879,0,0,0.0668,0.03215,0.01186,0.008882,0.003159,0.02438,0,0,0.001402,0.003361,0.004949,0.001859,0.001151,0,0.001093,0,0,0,0,0.002316,0,0,0.001667,0,0.001676,0,0.006807,0.006155,0.001785,0.003265,0.005994,0.01159,0,0.002935,0.002825,0.001451,0.02699,0.001651,0.003347,0,0.002976,0.003881,0.002164,0,0,0.002188,0.001261,0,0.03554,0.02347,0.01744,0,0.005977,0.06905,0.003626,0.004106,0.01531,0.002484,0.0156,0.002697,0,0.09668,0.01432,0.009121,0.07995,0.02304,0.07478,0.001274,0.2147
0.01106,0,0,0.004664,0,0.00101,0,0,0,0.001133,0,0.007876,0.1358,0,0.01214,0.04479,0,0,0,0.002941,0,0,0.001246,0,0.002494,0.003185,0.006764,0.00272,0.002502,0.002091,0,0.001124,0.02808,0,0.001995,0.01396,0.001855,0.009636,0.001201,0,0,0.02761,0.001029,0.003908,0.002529,0.003716,0.02312,0.001064,0,0,0.001837,0.01012,0.008162,0.003831,0.003247,0.004079,0.001004,0,0.04506,0.02577,0.01356,0.008903,0.003385,0.02043,0,0,0.001938,0.005669,0.006946,0.002307,0.001433,0,0.00141,0,0,0,0,0.002879,0,0,0.002207,0,0.002031,0,0.006203,0.007156,0.002019,0.003369,0.005994,0.0121,0.001075,0.003376,0.003695,0.001683,0.02972,0.002053,0.004504,0,0.0028,0.003928,0.003067,0,0.001368,0.002429,0.001384,0,0.03696,0.03555,0.01806,0,0.007241,0.0677,0.00409,0.004688,0.01521,0.002747,0.02744,0.003155,0.001103,0.1291,0.01837,0.008785,0.09111,0.0279,0.07477,0.001464,0.2173
0.01067,0,0,0.005747,0,0.001558,0,0.001064,0,0.001691,0,0.01046,0.1738,0.001203,0.01421,0.04382,0,0,0,0.003793,0,0,0.001541,0,0.003444,0.004249,0.008612,0.003512,0.003045,0.002251,0,0.001189,0.02666,0.001185,0.002684,0.01525,0.002707,0.01199,0.001317,0.001037,0.00111,0.03325,0.001334,0.005297,0.003207,0.004189,0.02304,0.001521,0,0,0.002151,0.01285,0.01233,0.005141,0.003866,0.005325,0.001008,0,0.06597,0.03008,0.01699,0.01007,0.00442,0.02589,0,0,0.002053,0.004789,0.007561,0.003228,0.001503,0.0011,0.001824,0,0,0.001738,0,0.003547,0,0,0.002548,0.00116,0.002629,0,0.00831,0.01083,0.002736,0.004437,0.008036,0.01371,0.001235,0.004207,0.004348,0.002028,0.03622,0.002626,0.00529,0.001069,0.003296,0.004667,0.004348,0,0.001739,0.003036,0.001846,0.001246,0.04691,0.03626,0.01673,0,0.008109,0.1033,0.005611,0.005383,0.0197,0.00401,0.03012,0.004136,0.001167,0.1568,0.02314,0.0114,0.114,0.03173,0.07525,0.001724,0.222
